"Site_Code","Point_Type","Tree_Num","Watershed","Latitude","Longitude","X.UTM","Y.UTM","Horz_Prec","Count.medium","Count.small","Unhealthy_Site","Cow_Damage","Site_Notes","Site_Notes.2019","Elevation","Cos.aspect","Slope","Summer.Insolation","Count.adult.dead","Count.adult.damaged","DBH.center","DBH.mean","Basal.area.density","Plot.radius","Soil.type","Canopy_openness","Geologic.Unit","Fraction.Organic","d15N","d13C","fracN","fracC","Genotype","Ploidy_level"
"PHAK","Grid",276,"Oh-be-Joyful Creek-Slate River",38.9092443,-107.021,324766.972704078,4308646.96452841,0.6,0,0,0,0,"NA","",2820.02209989106,-0.719053756482525,21.4699968897551,23.1262722015381,0,3,22.7,21.5636363636364,0.0256611358024691,4.5,"Soil",5,"Ql",0.125625125025005,NA,NA,NA,NA,"PHAK","Diploid"
"PHBY","Grid",143,"Coal Creek",38.8622129,-107.05083,322062.956928936,4303484.98069562,0.8,0,1,0,0,"NA","",2953.11864792033,-0.934052239843101,22.4185581096698,24.1458797454834,0,0,33.3,21.8636363636364,0.00664018663546074,9.66,"Soil",2,"Qmy",0.0562235359910521,NA,NA,NA,NA,"CNXB_160_18","Triploid"
"PHRAZ01","Random",483,"Oh-be-Joyful Creek-Slate River",38.9560936,-107.06954,320675.945966444,4313940.95328657,1.1,3,7,0,0,"Pittsburg high raining area Z","",3067.05323771411,-0.930590345168187,37.2242964320625,25.1337337493896,0,1,19.5,19.1909090909091,0.0377524081632653,3.5,"Soil",3,"Qt",NA,NA,NA,NA,NA,"PHRAZ01_483_18","Diploid"
"PIQW","Grid",109,"Washington Gulch-Slate River",38.9225001,-106.99427,327117.007659917,4310067.11076211,2,0,1,0,0,"NA","",3038.03052138847,-0.72133694038079,15.2515271169905,22.3334121704102,4,1,18.8,21.0454545454545,0.0242836011342155,4.6,"Soil",4,"Qt",0.0636187011698566,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"PJFV","Grid",33,"Middle East River",38.9508413,-106.96479,329740.653760272,4313157.02278559,1.9,5,2,0,0,"NA","",3082.27356200733,-0.958717757039329,24.6644491662874,24.5345458984375,1,1,15.2,20.1545454545455,0.0195075355632449,5.1,"Soil",3,"Tg",0.178550903119869,-1.21823856,-26.2607201,2.21817567567568,49.8919594594595,"ACFL_031_18","Triploid"
"PLDO","Grid",270,"Oh-be-Joyful Creek-Slate River",38.9096906,-107.02139,324734.252378392,4308697.24633999,0.7,0,0,0,0,"NA","",2821.55559794629,-0.763487477511892,15.658266029206,22.8181838989258,0,0,24.8,24.0090909090909,0.0181219722222222,6,"Soil",3,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"PMJV","Grid",92,"Washington Gulch-Slate River",38.9220487,-106.99398,327141.054058365,4310016.4626421,0.6,1,7,0,0,"NA","",3032.22256781702,-0.725474984675392,14.6308278798787,22.3169174194336,2,0,7.4,19.6272727272727,0.0145348611111111,6,"Soil",4,"Qt",0.0541905624308281,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"PMOQ","Grid",162,"Coal Creek",38.8628631,-107.05199,321963.924399927,4303559.4045217,0.6,17,2,0,0,"NA","",2989.72653920572,-0.953715122648166,25.1755878135543,24.7103004455566,1,2,12.7,23.3,0.012114317867036,7.6,"Soil",3,"Kmvo",0.215176248990941,NA,NA,NA,NA,"FLOA_182_18","Triploid"
"PMRFH","Random",289,"Middle East River",38.9488512,-106.97588,328774.776566533,4312956.93899785,0.4,0,0,0,0,"NA","",2904.60247238032,-0.986180139540547,12.8615930226934,22.5998668670654,2,1,22,17.8545454545455,0.00939758125472411,6.3,"Soil",2,"Qu",NA,NA,NA,NA,NA,"PMRFH","Triploid"
"PMSAQ","Random",329,"Coal Creek",38.8722601,-107.0233,324476.488853726,4304546.7407732,0.6,0,7,0,0,"NA","",2941.54101394146,-0.548846191869276,10.5011659222768,21.5934638977051,0,0,11.5,11.9272727272727,0.00924553812871823,4.3,"Talus",3,"Qmy",NA,NA,NA,NA,NA,"PMSAQ","Triploid"
"PMSYA","Random",319,"Washington Gulch-Slate River",38.9278125,-106.99846,326766.672059491,4310664.65754672,1,2,0,0,1,"NA","",3072.77845815488,-0.890288663620409,25.4984310757753,24.2453346252441,0,1,26.9,21.6090909090909,0.0135161386593205,6.6,"Soil",3,"Qt",NA,NA,NA,NA,NA,"PMSYA","Triploid"
"PMVS","Grid",154,"Coal Creek",38.8626669,-107.05167,321991.201537515,4303537.00532634,0.6,0,0,0,0,"NA","",2975.03683687317,-0.930791005881857,23.6935487890556,24.1780052185059,0,1,5.9,23.5909090909091,0.0111389025983452,8.3,"Talus",2,"Kmvo",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"POZDQ","Random",326,"Washington Gulch-Slate River",38.9234208,-106.9908,327420.07881934,4310162.71792908,0.4,2,5,0,0,"NA","",3166.44960901804,-0.685223777742501,30.2757162941716,23.3641033172607,1,1,9.9,10.2636363636364,0.00185251684502576,8.7,"Talus",2,"Tp",NA,NA,NA,NA,NA,"POZDQ","Diploid"
"PQFKD","Random",443,"Oh-be-Joyful Creek-Slate River",38.9128289,-107.01615,325196.331032507,4309035.48777183,0.8,0,8,0,0,"NA","",2942.10277429863,-0.930889306904195,3.52008969361917,20.8047924041748,2,2,18.4,24.6,0.0270946559015763,5.1,"Soil",4,"Ql",0.0787585714851956,NA,NA,NA,NA,"GPQAO_447_18","Triploid"
"PQFKJ","Random",429,"Washington Gulch-Slate River",38.9175225,-106.98342,328045.653822491,4309494.15557698,0.5,0,1,0,0,"NA","",3129.48951295739,-0.981363162934725,29.8854220831879,25.1993427276611,1,0,20.6,19.1454545454545,0.01752488,5,"Scree",4,"Tp",0.0998300925051915,NA,NA,NA,NA,"FGWLJ_430_18","Triploid"
"PSASR01","Random",480,"Oh-be-Joyful Creek-Slate River",38.9552062,-107.06689,320903.352781983,4313837.2507078,2.1,0,11,0,0,"Pittsburg slope alone stand replacement","",2968.64013429698,-0.900048049633947,38.3822695946428,25.0596351623535,2,0,12,8.92857142857143,0.00773201530612245,2.8,"Soil",3,"Qt",0.0889912753651603,NA,NA,NA,NA,"PSASR01","Diploid"
"PUGH","Grid",189,"Coal Creek",38.8633376,-107.04966,322167.282463045,4303607.52367598,1.3,4,2,0,0,"NA","",2986.76597459711,-0.950759151589018,22.7981634276191,24.5885448455811,0,1,11.7,20.8545454545455,0.0201064435742257,5.3,"Soil",3,"Qmy",0.0679875124977044,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"PWGSM","Random",373,"Coal Creek",38.8663766,-107.06166,321133.660215238,4303968.25459764,0.7,30,43,0,0,"NA","flowering",3181.09159841044,-0.51127595537313,33.0583490483502,22.5112991333008,0,1,22.2,8.10909090909091,0.00270608007909046,5.95,"Talus",2,"Qlf",NA,NA,NA,NA,NA,"PWGSM","Diploid"
"PYIAW","Random",293,"Middle East River",38.9560023,-106.96548,329693.214656966,4313731.10109945,1,0,0,0,0,"NA","",3265.58761921415,-0.905063627665445,22.4757948372858,24.0807285308838,3,1,26.6,16.4454545454545,0.0206589530041642,4.1,"Talus",5,"Tg",NA,NA,NA,NA,NA,"PYIAW","Diploid"
"PYQB","Grid",39,"Middle East River",38.9509322,-106.96296,329899.463360188,4313163.69256631,0.5,1,3,0,0,"NA","",3100.65475973604,-0.985241755137268,20.5878279177487,24.2470035552979,0,0,6.5,21.6,0.0128322555048601,7.1,"Talus",3,"Tg",0.187635206786851,NA,NA,NA,NA,NA,NA
"QANL","Grid",163,"Coal Creek",38.8629091,-107.0517,321989.20263357,4303563.94410198,0.7,13,7,0,0,"NA","",2988.57941696585,-0.964855803121817,27.7781408157078,24.8248691558838,1,0,27.9,13.2181818181818,0.0142111411573824,4.3,"Soil",3,"Qdu",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"QAOMG","Random",312,"Washington Gulch-Slate River",38.9364985,-107.01705,325176.421617402,4311664.16693372,0.5,0,1,0,0,"NA","",2977.95013296001,-0.426493651450322,18.1188240661669,21.3633575439453,2,0,22,22.3181818181818,0.00669139539930556,9.6,"Soil",2,"Kmu",0.0830942225668863,NA,NA,NA,NA,"QAOMG_312_18","Triploid"
"QCJZY","Random",439,"Oh-be-Joyful Creek-Slate River",38.9128565,-107.01499,325296.981556898,4309036.32744622,0.6,0,8,0,0,"NA","",2933.73667122809,-0.783427497777327,12.210169439082,21.808219909668,0,0,21.7,19.3181818181818,0.00481113573407202,9.5,"Soil",3,"Kmv",0.159769512833944,NA,NA,NA,NA,"BDGAP_445_18","Triploid"
"QEUOW","Random",305,"Washington Gulch-Slate River",38.9415153,-106.99966,326696.011835589,4312187.73314652,0.9,6,5,0,0,"NA","",3088.24458987832,-0.736485727905634,19.0039185014445,22.8062191009521,0,2,26.5,17.5111111111111,0.020113375,4,"Talus",4,"Qm",0.15223663725999,NA,NA,NA,NA,"QEUOW_305_18","Triploid"
"QGVH","Grid",53,"Middle East River",38.9513214,-106.96446,329770.401302485,4313209.68946859,0.7,1,2,0,0,"NA","",3111.00544630728,-0.987945387375935,27.8390486954625,25.1555938720703,0,0,25.2,22.1454545454545,0.0190057613168724,5.4,"Soil",3,"Qm",0.272505569234377,-0.75461232,-26.00194284,2.75105987135082,47.9793250865908,"ABEY_034_18","Diploid"
"QJLKF","Random",408,"Washington Gulch-Slate River",38.9198894,-106.98669,327767.858543595,4309763.01611544,0.7,0,2,0,0,"NA","",3119.31661154833,-0.388202375327041,31.5260591500996,21.3966636657715,0,0,15.9,14.1363636363636,0.0115937283950617,4.5,"Soil",4,"Qt",NA,NA,NA,NA,NA,"DBUZY_409_18","Triploid"
"QJMO","Grid",117,"Washington Gulch-Slate River",38.9226431,-106.99565,326997.712802303,4310085.59975768,1.2,0,0,0,0,"NA","",3017.03348809416,-0.666868932695233,21.4710978932282,22.7044887542725,1,2,35.7,25.4545454545455,0.0242189444444444,6,"Soil",3,"Qt",0.0716553104591682,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"QPNX","Grid",266,"Oh-be-Joyful Creek-Slate River",38.9105818,-107.0216,324718.23550358,4308796.55906215,1.2,0,0,0,0,"NA","",2834.20205509907,-0.289075140287359,22.3739959943857,20.8973045349121,4,0,26.1,21.47,0.0585237812128419,2.9,"Soil",5,"Ql",NA,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"QREOK","Random",337,"Coal Creek",38.8729309,-107.03727,323266.128795358,4304648.15369914,1.5,1,1,0,0,"NA","",3114.28167243083,-0.879150522180366,20.5004468509522,23.6789646148682,1,0,26.2,22.7636363636364,0.0566380165289256,3.3,"Talus",5,"Qlu",NA,NA,NA,NA,NA,"MKTPA_336_18","Triploid"
"QTUU","Grid",219,"Oh-be-Joyful Creek-Slate River",38.9091881,-107.02309,324585.602523467,4308644.74610368,0.9,0,0,0,0,"NA","",2790.73718472298,-0.691314845286445,19.2260818789224,22.72483253479,0,0,25.9,21.8,0.0174938775510204,5.6,"Soil",5,"Ql",0.0879703443877551,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"QUFSK","Random",418,"Coal Creek",38.8574592,-107.06463,320853.57746327,4302984.39193556,0.8,8,15,0,0,"NA","",3026.5184420489,-0.56647605093578,16.3336941769206,22.7199153900146,0,0,29,14.0363636363636,0.006627783203125,6.4,"Talus",2,"Tp",0.0985488664840608,NA,NA,NA,NA,"AEBVG_419_18","Triploid"
"QVPD","Grid",17,"Middle East River",38.9504278,-106.9642,329790.795175805,4313110.02838478,0.9,0,1,0,0,"NA","",3065.75210738554,-0.959096626637722,27.3798760279319,24.9273109436035,2,0,31.8,23.2818181818182,0.0137622138206259,6.9,"Scree",4,"Tg",0.145431709894141,0.17163664,-26.49751628,3.1456580613736,49.4552596200682,"ASMP_012_18","Triploid"
"QWRKZ","Random",317,"Washington Gulch-Slate River",38.9306897,-106.99908,326719.927363404,4310985.15958132,0.9,8,30,0,0,"Very steep approach","",3159.45168994195,-0.380438654111642,31.4833412468009,21.4150772094727,1,0,12.5,14.1,0.00806347454610182,5.3,"Soil",3,"Tp",NA,NA,NA,NA,NA,"BXKLR_316_18","Triploid"
"QWXMI","Random",304,"Washington Gulch-Slate River",38.9419787,-107.00137,326548.928558567,4312242.41720191,1,0,0,0,0,"NA","",3088.31126865476,-0.997995922156722,28.3771750148133,24.8702716827393,3,0,40.3,23.0545454545455,0.0230170578512397,5.5,"Soil",4,"Qm",NA,NA,NA,NA,NA,"QWXMI","Triploid"
"QZUBY","Random",411,"Washington Gulch-Slate River",38.9188125,-106.98434,327969.002999231,4309639.06029156,0.7,2,5,0,0,"NA","",3177.51866422699,-0.788554086719432,27.8578098177154,23.8812465667725,0,2,13,14.0363636363636,0.0075156378600823,5.4,"Soil",2,"Tp",NA,NA,NA,NA,NA,"FGWLJ_430_18","Triploid"
"RBEH","Grid",226,"Oh-be-Joyful Creek-Slate River",38.9098579,-107.02281,324611.531490754,4308718.54459538,0.7,0,0,0,0,"NA","",2802.47719576973,-0.461622260843131,9.25714961245242,20.6610202789307,2,0,29.5,29.14,0.0225701873048907,6.2,"Soil",4,"Ql",0.0964694284129885,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"RBGXO","Random",292,"Middle East River",38.9537967,-106.96648,329601.274353279,4313488.18487435,0.6,10,11,0,0,"NA","",3173.72438587129,-0.870425529977083,21.3085882310757,23.7123489379883,4,0,16.1,17.05,0.0115,5.1,"Talus",3,"Qm",0.675647787204769,NA,NA,NA,NA,"RGBXO","Triploid"
"RBOZM","Random",444,"Oh-be-Joyful Creek-Slate River",38.9125676,-107.01673,325145.398167242,4309007.59985974,0.5,0,11,0,0,"NA","",2933.13079555476,-0.525947848802485,10.5336252049008,21.4590663909912,2,1,16.8,20.3181818181818,0.0100001150558843,7.8,"Soil",3,"Ql",NA,NA,NA,NA,NA,"RBOZM_444_18","Triploid"
"REBO","Grid",150,"Coal Creek",38.8624497,-107.05109,322040.986936002,4303511.76857464,0.9,0,0,0,0,"NA","",2966.2572893095,-0.997300244739149,18.6944483030995,24.1071300506592,1,0,25.6,21.4818181818182,0.00832433610780817,8.7,"Talus",2,"Qdu",NA,NA,NA,NA,NA,"CNXB_160_18","Triploid"
"REVKF","Random",338,"Coal Creek",38.873395,-107.03167,323753.1211775,4304688.82964713,1.3,0,0,0,0,"NA","",3046.87045870134,-0.882336983737629,12.2825981599362,22.4284744262695,0,0,38,24.0375,0.0610234444444445,3,"Talus",5,"Qmy",NA,NA,NA,NA,NA,"FYXEJ_339_18","Triploid"
"RFPU","Grid",169,"Coal Creek",38.8629348,-107.0499,322145.45366299,4303563.28710515,0.6,1,3,0,0,"NA","",2970.95944201205,-0.997290013805839,19.4283340729496,23.9341659545898,1,0,21.7,24.8363636363636,0.0147667296786389,6.9,"Soil",3,"Qmy",0.109187025051989,NA,NA,NA,NA,"GRFO_153_18","Triploid"
"RGBOB01","Random",498,"Middle East River",38.9943115,-107.00654,326228.797735245,4318060.41952912,1.7,0,6,1,0,"Rustlers Gulch Base of Bellview - very damaged site","",3039.31901346663,-0.978050119687285,7.59425019569493,21.8513088226318,6,4,34.34,29.2672727272727,0.0119836527840652,9.4,"Soil",1,"Kmu",0.102693844105295,NA,NA,NA,NA,"RGBOB01","Triploid"
"RIJS","Grid",213,"Oh-be-Joyful Creek-Slate River",38.9096461,-107.0234,324559.849177035,4308696.17327866,1,0,0,0,0,"NA","",2791.95463068594,-0.36715593586805,21.1172785318635,21.4029312133789,1,0,23.9,22.1636363636364,0.0111257142857143,7,"Soil",5,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"RIYH","Grid",245,"Oh-be-Joyful Creek-Slate River",38.9100248,-107.02223,324662.235854643,4308735.95228562,0.8,0,30,0,0,NA,"",2813.91632179277,-0.42451189560396,12.886280403941,21.1097259521484,5,0,34.3,24.9,0.0224086505190311,5.1,"Soil",4,"Ql",NA,NA,NA,NA,NA,"FXBC_253_18","Triploid"
"RJHT","Grid",22,"Middle East River",38.9506513,-106.96341,329859.793458187,4313133.35753679,0.6,2,6,0,0,"Very open","",3085.78908634416,-0.987437835306256,21.8466299066287,24.3365173339844,0,0,5.8,18.6272727272727,0.00198818035111741,14.3,"Soil",1,"Tg",0.0772647280650298,-0.6582744,-27.1199805,3.02870983687593,49.4275961443401,"ABEY_034_18","Diploid"
"RJVEF","Random",298,"Middle East River",38.9511721,-106.96069,330096.759762892,4313186.08140182,0.9,0,0,0,1,"Site in large gully, lots of cow damage","",3138.71622947394,-0.924802586918976,19.8032124969304,23.7296867370605,0,0,23.1,26.9818181818182,0.0340577503429355,5.4,"Soil",5,"Tg",NA,NA,NA,NA,NA,"ASMP_012_18","Triploid"
"RKOW","Grid",158,"Coal Creek",38.8626857,-107.05056,322087.564042312,4303536.92743657,0.5,1,8,0,0,"NA","",2964.64190378687,-0.831938541629304,22.72731784843,23.5879783630371,0,0,24.6,20.5363636363636,0.00947980859448302,7.3,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"RLPJZ","Random",450,"Oh-be-Joyful Creek-Slate River",38.9129638,-107.02393,324522.064344996,4309065.40532918,0.9,2,1,0,0,"NA","",2856.5153443965,-0.787604610070111,37.0599532605622,24.2892780303955,1,1,19.5,16.5272727272727,0.0178546172839506,4.5,"Soil",3,"Kmu",NA,NA,NA,NA,NA,"RLPJZ","Diploid"
"RNBV","Grid",38,"Middle East River",38.9509337,-106.96334,329866.535272686,4313164.5686658,1,0,3,0,0,"NA","",3098.59395560091,-0.987033281650155,22.313721686551,24.4772891998291,1,1,8.8,21.1181818181818,0.0205395870416518,5.3,"Talus",4,"Tg",NA,-0.82786928,-27.74244472,2.77702215657312,49.0743938946332,"EFMD_057_18","Triploid"
"RNUV","Grid",10,"Middle East River",38.9502644,-106.96456,329759.205469801,4313092.56630195,0.7,0,3,0,0,"NA","",3057.21000779055,-0.976310399660423,25.0891192418854,24.7160453796387,4,0,7.5,19.9818181818182,0.0061909703187407,9.04,"Soil",4,"Tg",NA,-0.46732548,-26.73646708,3.00906566769502,50.0628029969149,"ASMP_012_18","Triploid"
"ROCQ","Grid",139,"Washington Gulch-Slate River",38.922224,-106.99428,327115.470322795,4310036.48707435,0.7,0,0,0,0,"NA","",3032.45748315665,-0.726106782534539,14.1799570643718,22.2726287841797,1,1,21.8,23.6272727272727,0.0469870708546384,3.7,"Soil",5,"Qt",0.0620128634114087,NA,NA,NA,NA,"ROCQ_139_18","Triploid"
"ROUBC","Random",446,"Oh-be-Joyful Creek-Slate River",38.9122111,-107.01574,325230.366024733,4308966.1357966,1.1,0,0,0,0,"NA","",2924.90940585352,-0.887427688871774,13.6450407323946,22.8151397705078,0,0,35.6,32.3181818181818,0.0259083314769436,6.7,"Soil",5,"Ql",0.107969151670951,NA,NA,NA,NA,"RBOZM_444_18","Triploid"
"RRVT","Grid",242,"Oh-be-Joyful Creek-Slate River",38.9094824,-107.02224,324660.033675197,4308675.77374543,0.7,0,0,0,0,NA,"",2808.62325425759,-0.61128762818283,8.66193672598376,21.3846740722656,1,1,24.4,17.8909090909091,0.0106251666666667,6,"Soil",4,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"RSQQ","Grid",258,"Oh-be-Joyful Creek-Slate River",38.9087383,-107.02156,324717.167976554,4308591.8830112,1.1,0,3,0,0,"NA","",2796.73269578878,-0.724148118893038,19.3413374272313,22.7202987670898,4,0,14.2,13.9090909090909,0.0192265432098765,3.6,"Soil",4,"Ql",0.0788563180573539,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"RSQXD","Random",371,"Coal Creek",38.865056,-107.05729,321509.525742318,4303813.13323805,0.6,0,3,0,0,"NA","",3092.27411630406,-0.956332604189674,13.5326853987033,22.8787803649902,1,0,26.5,21.3454545454545,0.028372958355868,4.3,"Talus",4,"Qlf",NA,NA,NA,NA,NA,"RSQXD","Triploid"
"RTNIO","Random",285,"Middle East River",38.9680364,-106.98805,327766.534910396,4315109.14150537,0.8,8,5,1,0,"Very damaged, recruits may be different genotypes","",3040.34269185683,-0.545006513400981,16.1497157670338,21.9038677215576,5,4,16.3,17.0727272727273,0.00431834894207423,9.3,"Scree",1,"Qt",NA,NA,NA,NA,NA,"RTNIO","Triploid"
"RVHAN","Random",352,"Coal Creek",38.8709977,-107.04975,322178.566614201,4304457.84595062,1.4,0,4,0,0,NA,"",3198.12302730162,-0.869410993788218,19.8295108721025,23.2621803283691,0,0,43.3,28.2090909090909,0.0434540063377094,4.7,"Talus",4,"Kmv",NA,NA,NA,NA,NA,"DKWBZ_351_18","Triploid"
"RVLO","Grid",85,"Washington Gulch-Slate River",38.9217245,-106.99564,326996.347921611,4309983.63095363,0.6,4,7,0,0,"NA","",2993.71014978639,-0.641521316879248,21.7766082498312,22.6162223815918,1,1,11.5,14.3363636363636,0.0110428978284087,5.3,"Soil",3,"Qt",NA,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"RXVF","Grid",127,"Washington Gulch-Slate River",38.9229374,-106.99422,327122.404255332,4310115.54919146,1.1,3,7,0,0,"NA","",3048.05066882648,-0.701580318984564,15.4784608911194,22.3338794708252,2,0,34.9,26.0909090909091,0.0290540165289256,5.5,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"SACVG","Random",457,"Middle East River",38.928525,-106.90086,335229.298647225,4310562.75667907,2.6,4,15,0,0,"NA","",3174.65292914484,-0.982103158108254,25.338659280071,24.761833190918,0,2,18.3,18.1545454545455,0.0309877314814815,3.6,"Soil",3,"PPm",NA,NA,NA,NA,NA,"SACVG_457_18","Triploid"
"SAVZC","Random",440,"Washington Gulch-Slate River",38.8670266,-106.94282,331446.439160875,4303814.18870572,0.5,1,14,0,0,"spoke to property owner Jeff on W side of access point at right turn on road. allowed us to go through backyard to access forest.","",2802.06248852951,-0.465217045400641,19.0124962723791,21.5842838287354,2,0,11.6,9.30909090909091,0.00533441975308642,4.5,"Talus",4,"Qd",NA,NA,NA,NA,NA,"SAVZC","Diploid"
"SBLHG","Random",307,"Washington Gulch-Slate River",38.9432952,-107.00058,326620.608686903,4312387.02444648,0.5,10,7,1,1,"Very damaged open site; low understory; lollipop canopies","",3134.79360782484,-0.873940670902174,15.0746092507889,22.9989566802979,3,2,24.7,17.7,0.0282758650519031,3.4,"Talus",4,"Qm",0.084251416926702,NA,NA,NA,NA,"QEUOW_305_18","Triploid"
"SBUFN","Random",482,"Oh-be-Joyful Creek-Slate River",38.9562456,-107.06868,320750.85427633,4313956.13025376,0.4,9,18,0,0,"NA","tree is down. tag reinstalled on top.",3073.12652959486,-0.986800919359521,33.0199862646995,25.0404663085938,0,0,17.5,13.5181818181818,0.0108262591311034,5.1,"Soil",3,"Qt",NA,NA,NA,NA,NA,"PHRAZ01_483_18","Diploid"
"SCGN","Grid",73,"Washington Gulch-Slate River",38.9214406,-106.99517,327036.406509082,4309951.23069295,2.1,2,10,0,0,"NA","",2994.50569648874,-0.715050450085731,20.5133581216367,22.8956146240234,1,0,35,22.5727272727273,0.015145523415978,6.6,"Soil",3,"Qt",0.0888064264479539,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"SDIP","Grid",235,"Oh-be-Joyful Creek-Slate River",38.9091883,-107.02252,324635.02991284,4308643.67182998,0.8,0,2,0,0,NA,"",2801.00792817383,-0.734897177374192,16.5767912704138,22.8925037384033,1,1,22.6,21.0636363636364,0.0191719304733728,5.2,"Soil",4,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"SGBTF01","Random",310,"Washington Gulch-Slate River",38.9420536,-107.00613,326136.544900471,4312259.8023211,0.5,1,3,1,0,"All on talus","",3109.20424862908,-0.867437858792474,17.8426703726683,23.5284748077393,3,2,19.4,12.3111111111111,0.00592963988919668,5.7,"Talus",1,"Qr",0.0640818046713839,NA,NA,NA,NA,"SGBTF01","Triploid"
"SGDV","Grid",209,"Coal Creek",38.864281,-107.05114,322041.215772337,4303715.1105998,0.5,0,2,0,0,"NA","",3024.63134406015,-0.0249553022345302,10.6484720428518,19.8676719665527,0,2,25.1,25.13,0.0611758650519031,3.4,"Scree",3,"Qdu",NA,NA,NA,NA,NA,"AQZOX_354_18","Triploid"
"SGYC","Grid",186,"Coal Creek",38.8634216,-107.05054,322091.134295056,4303618.5613763,1.2,1,2,0,0,"NA","",2996.20635519033,-0.959833642548352,21.845599602739,24.5192604064941,0,0,40.3,28.5727272727273,0.01163845272803,9.8,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"FLOA_182_18","Triploid"
"SIZB","Grid",37,"Middle East River",38.9509958,-106.96362,329842.418376553,4313171.98373726,3.4,0,0,0,0,"NA","",3101.09396000998,-0.992004943485951,23.1940177865292,24.615348815918,0,0,32.2,29.1727272727273,0.0527907517577069,4.3,"Talus",4,"Tg",0.186521871071227,-0.7335384,-25.70319998,3.02639961202716,48.3272487875849,"EFMD_057_18","Triploid"
"SJCTK","Random",369,"Coal Creek",38.857841,-107.05517,321675.444518413,4303008.24114721,1.2,0,0,0,0,"NA","",2951.37882079411,-0.931910881314551,16.6818365486792,23.5790863037109,2,1,26.8,19.8181818181818,0.0227594386600272,4.7,"Soil",4,"Qlf",0.106169066194804,NA,NA,NA,NA,"JQFYC_368_18","Triploid"
"SJTZA","Random",380,"Middle East River",38.9460842,-106.94041,331842.236411121,4312583.77980238,1.9,0,1,0,1,"Big cow wallow","",3143.57080172154,-0.296315908900733,13.3125582698008,21.1061534881592,1,1,33,26.2545454545455,0.0341525173611111,4.8,"Talus",3,"Qlf",0.106858696746903,NA,NA,NA,NA,"SJTZA","Triploid"
"SLXGA","Random",476,"Oh-be-Joyful Creek-Slate River",38.9303685,-107.04377,322845.057624606,4311035.43366784,0.7,0,0,0,0,"NA","",2853.46021621729,-0.815857146793614,34.460327213211,24.1729507446289,0,0,28.8,21.6545454545455,0.0146775941230487,6.6,"Soil",3,"Qu",NA,NA,NA,NA,NA,"SLXGA","Diploid"
"SMPAT","Random",344,"Coal Creek",38.8638115,-107.04811,322302.956153821,4303657.09978909,0.8,0,0,0,0,"NA","",2978.2118036197,0.232160660924749,11.0280485625379,18.4944515228271,0,0,22.2,9.73636363636364,0.00862236842105263,3.8,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"AZLSF_347_18","Triploid"
"SNOUM","Random",458,"Middle East River",38.9324656,-106.91027,334422.721042924,4311017.14940493,2.9,0,0,0,0,"NA","",3204.81417544225,-0.865620088849677,18.8401144826704,22.8465824127197,1,2,22.6,18.0272727272727,0.0288889889196676,3.8,"Soil",5,"Qu",0.168286030853149,NA,NA,NA,NA,"SNOUM","Triploid"
"SQFKW","Random",303,"Washington Gulch-Slate River",38.9394169,-107.00422,326295.655109887,4311963.52690376,1.1,0,2,0,0,"NA","",3021.00125931278,-0.998812758651395,20.8878228255734,24.3927841186523,1,1,28.4,21.5909090909091,0.0172581409664512,5.7,"Soil",3,"Qm",NA,NA,NA,NA,NA,"SQFKW","Triploid"
"STYW","Grid",142,"Coal Creek",38.8622536,-107.05058,322084.751253846,4303489.01035832,1.4,2,6,0,0,"NA","",2947.73311111577,-0.854664719566201,21.6673005860075,23.584545135498,0,0,25.4,23.3181818181818,0.0136789173637381,6.85,"Soil",3,"Qmy",NA,NA,NA,NA,NA,NA,NA
"SWJFH","Random",484,"Oh-be-Joyful Creek-Slate River",38.9572088,-107.07576,320139.758459741,4314076.98899632,0.6,10,12,0,0,"NA","",2985.80850756937,-0.829302969251663,29.2167763113429,24.1000881195068,1,0,17.8,12.9727272727273,0.0055437744140625,6.4,"Soil",2,"Qt",NA,NA,NA,NA,NA,"SWJFH","Diploid"
